PLAYER,NATION,POS,SQUAD,COMP,AGE,BORN,NINETIES_PLAYED,TOUCHES,TOUCHES_DEF_PEN,TOUCHES_DEF_3RD,TOUCHES_MID_3RD,TOUCHES_ATT_3RD,TOUCHES_ATT_PEN,LIVE_TOUCHES,TAKE_ONS_ATT,TAKE_ONS_SUCC,TAKE_ONS_SUCC_PCT,TAKE_ONS_TKLD,TAKE_ONS_TKLD_PCT,CARRIES,TOT_DIST,PRG_DIST,PRG_CARRIES,CARRIES_FINAL_THIRD,CARRIES_PEN_AREA,MISCONTROL,DISSPOSSESSED,PASSES_RECEIVED,PRG_PASSES_RECEIVED
Jan Salas,ESP,"MF,FW",Mallorca,La Liga,18,2005,0.5,32,1,10,13,9,0,32,0,0,,0,,13,83,69,1,1,0,1,0,21,4
Kike Salas,ESP,DF,Sevilla,La Liga,22,2002,24.9,1710,177,883,707,129,27,1710,5,3,60.0,2,40.0,717,2745,1430,7,3,0,11,2,1022,18
Manolis Saliakas,GRE,"MF,DF",St. Pauli,Bundesliga,27,1996,25.7,1560,73,447,688,430,30,1560,9,3,33.3,5,55.6,653,2383,1293,28,34,2,6,6,876,80
William Saliba,FRA,DF,Arsenal,Premier League,23,2001,33.8,2824,190,1127,1571,142,18,2824,19,12,63.2,6,31.6,1756,7626,4154,16,17,1,19,8,2137,6
Mohammed Salisu,GHA,DF,Monaco,Ligue 1,25,1999,11.4,905,106,372,510,25,14,905,1,0,0.0,1,100.0,545,2800,1519,8,2,0,6,1,596,3
Roland Sallai,HUN,"FW,MF",Freiburg,Bundesliga,27,1997,0.5,25,0,3,7,15,2,25,1,0,0.0,1,100.0,16,173,88,4,1,2,1,1,18,2
Yoann Salmier,GUF,DF,Le Havre,Ligue 1,31,1992,8.9,462,74,232,201,33,9,462,5,4,80.0,1,20.0,205,1202,630,7,3,0,4,0,236,1
Lazar Samardzic,SRB,MF,Atalanta,Serie A,22,2002,13.0,867,6,61,353,459,54,867,60,27,45.0,32,53.3,573,3612,1652,54,40,21,36,19,658,99
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,28,1996,3.2,190,8,36,114,42,1,190,5,4,80.0,1,20.0,92,317,112,3,3,0,1,3,122,2
Mama Samba Baldé,GNB,FW,Lyon,Ligue 1,28,1995,0.4,15,1,2,6,7,2,15,3,0,0.0,3,100.0,7,65,28,1,1,0,1,1,9,2
Mama Samba Baldé,GNB,FW,Brest,Ligue 1,28,1995,12.8,434,13,57,166,221,62,434,55,17,30.9,33,60.0,257,1761,851,35,16,23,37,19,311,100
Brice Samba,FRA,GK,Rennes,Ligue 1,30,1994,17.0,723,550,708,15,0,0,723,0,0,,0,,404,1914,987,0,0,0,0,0,375,0
Brice Samba,FRA,GK,Lens,Ligue 1,30,1994,15.0,549,405,540,9,0,0,549,1,1,100.0,0,0.0,323,1637,946,0,0,0,0,0,280,0
Albert Sambi Lokonga,BEL,MF,Sevilla,La Liga,24,1999,16.3,1018,42,262,596,162,17,1018,10,4,40.0,4,40.0,533,2948,1640,24,14,1,19,13,746,20
Junior Sambia,FRA,"DF,FW",Empoli,Serie A,27,1996,4.3,244,5,25,126,95,8,244,19,7,36.8,8,42.1,105,512,232,5,6,1,8,6,113,20
Chuky san jose,ESP,MF,Valladolid,La Liga,20,2004,8.1,232,5,37,107,89,12,232,9,4,44.4,5,55.6,107,481,251,6,5,1,14,5,145,27
Antonio Sanabria,PAR,FW,Torino,Serie A,28,1996,14.6,377,16,43,199,140,34,376,11,6,54.5,5,45.5,227,898,220,6,6,1,32,23,301,54
Oihan Sancet,ESP,MF,Athletic Club,La Liga,24,2000,18.0,767,9,61,378,345,68,764,50,24,48.0,21,42.0,464,2996,1662,52,39,8,56,45,610,115
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Alexis Sánchez,CHI,FW,Udinese,Serie A,35,1988,4.9,211,3,16,97,101,14,211,7,4,57.1,2,28.6,121,476,145,2,4,0,17,8,161,19
Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,27,1997,15.5,729,35,211,333,201,20,729,25,14,56.0,8,32.0,367,1900,780,18,14,7,26,7,404,53
Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,31,1992,15.6,755,12,127,331,308,22,755,49,28,57.1,10,20.4,467,3520,2016,60,34,11,24,21,520,93
Javi Sánchez,ESP,DF,Valladolid,La Liga,27,1997,22.5,1387,228,934,424,32,11,1387,2,2,100.0,0,0.0,720,3293,1625,4,3,0,8,1,968,4
Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,20,2003,19.1,884,22,204,413,279,31,884,28,11,39.3,16,57.1,427,2330,1394,44,23,8,24,12,558,83
Manu Sánchez,ESP,DF,Alavés,La Liga,23,2000,29.3,1477,71,431,615,443,29,1477,37,8,21.6,24,64.9,562,3141,1592,47,27,5,39,20,627,97
Robert Sánchez,ESP,GK,Chelsea,Premier League,26,1997,32.0,1323,980,1311,12,0,0,1323,0,0,,0,,881,4456,2852,0,0,0,0,0,822,0
Jadon Sancho,ENG,FW,Chelsea,Premier League,24,2000,19.6,975,13,117,283,585,121,975,97,45,46.4,40,41.2,653,4450,2435,102,35,57,30,21,760,225
Philipp Sander,GER,MF,Gladbach,Bundesliga,26,1998,15.6,921,53,257,524,151,17,921,18,11,61.1,6,33.3,473,2265,1024,16,15,5,16,7,575,29
James Sands,USA,"MF,DF",St. Pauli,Bundesliga,24,2000,5.0,259,12,63,148,49,6,259,1,1,100.0,0,0.0,119,413,146,0,0,0,3,3,152,6
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,28,1996,18.2,1184,8,68,399,736,121,1184,100,39,39.0,55,55.0,787,5003,2266,75,47,38,65,27,953,266
Arouna Sangante,SEN,DF,Le Havre,Ligue 1,22,2002,13.8,949,95,450,458,48,15,949,6,5,83.3,1,16.7,546,2731,1424,11,5,0,12,7,625,3
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,26,1997,6.6,407,26,110,247,52,7,407,1,0,0.0,1,100.0,171,759,283,1,2,0,5,4,236,4
Nhoa Sangui,FRA,"DF,MF",Reims,Ligue 1,18,2006,12.9,708,30,221,330,165,9,708,19,10,52.6,8,42.1,362,2006,1092,21,17,3,17,15,440,53
Maroan Sannadi,MAR,FW,Athletic Club,La Liga,23,2001,8.4,282,2,12,128,145,44,282,30,14,46.7,13,43.3,198,1096,512,21,7,9,41,18,237,67
Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,23,2000,33.8,1814,68,411,1083,344,39,1814,51,32,62.7,16,31.4,894,4664,2250,53,43,9,39,31,1027,46
Morgan Sanson,FRA,MF,Nice,Ligue 1,29,1994,2.6,145,2,21,74,52,9,145,5,2,40.0,3,60.0,89,438,165,5,5,1,8,2,106,17
Nicola Sansone,ITA,"MF,FW",Lecce,Serie A,32,1991,0.7,29,1,4,10,15,3,29,1,0,0.0,1,100.0,20,83,7,0,1,0,1,1,20,5
Baptiste Santamaria,FRA,MF,Nice,Ligue 1,29,1995,10.3,589,25,140,362,95,14,589,13,8,61.5,5,38.5,277,1192,647,10,10,0,15,7,394,11
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,29,1995,5.4,377,12,93,226,58,4,377,5,1,20.0,4,80.0,198,715,216,3,5,0,12,5,256,9
Jesús Santiago,ESP,MF,Getafe,La Liga,20,2004,4.1,184,7,40,109,37,4,184,7,1,14.3,6,85.7,97,490,239,4,5,0,8,0,97,4
Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20,2004,31.7,1983,108,634,1159,213,36,1983,37,18,48.6,14,37.8,1015,4117,2383,29,14,3,44,11,1276,26
Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,21,2003,8.5,326,280,325,1,0,0,326,0,0,,0,,191,845,553,0,0,0,0,0,153,0
Tiago Santos,POR,DF,Lille,Ligue 1,22,2002,4.5,285,6,50,116,120,21,285,21,12,57.1,8,38.1,191,1183,661,24,17,4,13,3,206,43
Pablo Sarabia,ESP,"MF,FW",Wolves,Premier League,32,1992,9.0,552,4,58,271,226,24,552,15,6,40.0,7,46.7,325,1497,731,15,15,0,22,14,387,62
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jeremy Sarmiento,ECU,MF,Brighton,Premier League,22,2002,0.1,8,0,0,6,2,0,8,0,0,,0,,6,61,10,0,0,0,1,0,7,2
Amin Sarr,SWE,FW,Hellas Verona,Serie A,23,2001,21.2,681,21,54,302,328,58,681,33,14,42.4,18,54.5,345,1701,712,31,13,11,57,26,495,103
Ismaila Sarr,SEN,MF,Crystal Palace,Premier League,26,1998,30.1,1091,48,180,411,511,135,1091,61,17,27.9,35,57.4,608,3732,2117,76,47,28,70,43,740,183
Malang Sarr,FRA,DF,Lens,Ligue 1,25,1999,15.4,1105,111,498,554,59,9,1105,4,2,50.0,2,50.0,665,3337,1458,4,6,1,4,4,754,1
Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,18,2005,26.3,1953,247,1062,858,42,12,1953,19,10,52.6,9,47.4,1241,5333,2691,7,9,1,16,10,1464,1
Martin Satriano,URU,"FW,DF",Lens,Ligue 1,23,2001,1.0,52,1,10,16,26,11,52,2,1,50.0,1,50.0,24,127,41,2,2,1,5,2,35,14
Razvan Sava,ROU,GK,Udinese,Serie A,22,2002,12.0,423,345,423,0,0,0,423,0,0,,0,,262,1182,698,0,0,0,1,0,236,0
Téji Savanier,FRA,MF,Montpellier,Ligue 1,32,1991,26.3,1748,23,188,997,575,35,1746,67,27,40.3,35,52.2,909,4394,1948,26,36,4,46,31,1131,108
Sávio,BRA,"FW,MF",Manchester City,Premier League,20,2004,19.6,1095,14,55,286,774,154,1095,113,52,46.0,40,35.4,783,6489,3559,137,45,75,42,38,852,246
Nicolò Savona,ITA,DF,Juventus,Serie A,21,2003,19.2,1227,60,438,597,199,15,1227,11,6,54.5,5,45.5,778,3980,1691,35,26,0,9,4,869,44
Saba Sazonov,GEO,DF,Torino,Serie A,22,2002,0.0,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Joe Scally,USA,DF,Gladbach,Bundesliga,21,2002,28.6,1850,107,701,851,312,22,1850,59,31,52.5,26,44.1,980,5418,2644,52,27,3,25,23,1163,69
Giorgio Scalvini,ITA,DF,Atalanta,Serie A,20,2003,3.0,228,11,87,116,29,4,228,7,5,71.4,2,28.6,158,685,380,5,1,0,2,0,171,7
Gianluca Scamacca,ITA,FW,Atalanta,Serie A,25,1999,0.1,2,0,0,1,1,1,2,0,0,,0,,2,1,0,0,0,0,0,0,2,0
Oliver Scarles,ENG,"DF,FW",West Ham,Premier League,18,2005,7.4,466,32,159,179,133,9,466,7,2,28.6,5,71.4,219,871,483,12,9,2,12,3,272,44
Dane Scarlett,ENG,"FW,MF",Tottenham,Premier League,20,2004,0.4,9,1,3,5,1,1,9,0,0,,0,,5,66,33,1,0,0,0,1,4,1
Kevin Schade,GER,FW,Brentford,Premier League,22,2001,25.5,883,43,154,238,507,146,883,89,30,33.7,52,58.4,434,3086,1357,61,28,38,60,36,543,165
András Schäfer,HUN,MF,Union Berlin,Bundesliga,25,1999,17.0,799,39,185,410,211,20,799,29,13,44.8,13,44.8,362,1697,698,23,16,4,27,9,400,42
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,32,1991,32.6,2319,266,1178,991,162,42,2319,13,8,61.5,3,23.1,1438,6526,3744,18,27,2,12,6,1609,22
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,28,1996,18.7,578,16,52,244,287,108,577,26,10,38.5,14,53.8,312,1042,266,7,2,7,43,30,452,107
Stefan Schimmer,GER,"FW,MF",Heidenheim,Bundesliga,30,1994,2.7,84,5,7,33,44,15,84,1,0,0.0,1,100.0,38,133,23,0,0,0,5,0,48,15
Joël Schingtienne,BEL,DF,Venezia,Serie A,21,2002,12.5,611,48,270,288,60,4,611,9,5,55.6,4,44.4,299,1463,669,5,6,0,16,5,320,4
Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,26,1997,2.0,123,5,30,80,14,1,123,1,1,100.0,0,0.0,56,310,225,5,0,0,3,2,89,2
Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,27,1997,14.4,845,101,395,394,59,19,845,3,3,100.0,0,0.0,424,1437,731,3,5,0,8,0,510,2
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,24,1999,22.0,2297,193,831,1338,150,21,2297,22,14,63.6,5,22.7,1467,6646,4107,37,30,1,12,10,1674,14
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,Premier League,31,1992,1.1,79,2,9,31,41,6,79,1,1,100.0,0,0.0,30,150,67,4,1,1,7,0,41,9
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,24,2000,31.5,1988,25,244,940,832,104,1987,95,45,47.4,45,47.4,1315,6932,3864,107,76,28,75,55,1502,201
Niklas Schmidt,GER,MF,Toulouse,Ligue 1,26,1998,2.3,194,7,37,110,50,2,194,1,0,0.0,1,100.0,109,489,228,2,3,0,0,2,123,1
Jan Schöppner,GER,MF,Heidenheim,Bundesliga,25,1999,29.8,1440,103,407,719,325,64,1440,32,14,43.8,18,56.3,704,3817,1993,35,26,5,40,24,801,48
Marvin Schulz,GER,"MF,DF",Holstein Kiel,Bundesliga,29,1995,3.4,220,22,91,100,32,1,220,4,1,25.0,2,50.0,95,536,300,5,4,1,8,2,114,2
Alexander Schwolow,GER,GK,Union Berlin,Bundesliga,32,1992,6.0,218,177,218,0,0,0,218,0,0,,0,,138,591,322,0,0,0,0,0,123,0
Léo Scienza,BRA,"FW,MF",Heidenheim,Bundesliga,25,1998,12.8,584,8,71,248,286,44,584,83,37,44.6,35,42.2,368,3423,2126,70,40,17,41,13,369,90
Alex Scott,ENG,MF,Bournemouth,Premier League,20,2003,8.4,485,24,90,257,144,18,485,26,6,23.1,13,50.0,247,1401,663,15,10,3,23,8,294,33
Simone Scuffet,ITA,GK,Cagliari,Serie A,28,1996,13.0,442,382,438,4,0,0,442,0,0,,0,,201,1040,641,0,0,0,0,0,178,0
Simone Scuffet,ITA,GK,Napoli,Serie A,28,1996,1.0,46,45,46,0,0,0,46,0,0,,0,,27,156,51,0,0,0,0,0,18,0
Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,21,2003,2.1,70,2,11,25,35,9,70,8,6,75.0,2,25.0,41,245,156,6,2,2,6,4,46,10
Aleksandar Sedlar,SRB,DF,Alavés,La Liga,32,1991,6.6,296,27,138,156,3,2,296,1,0,0.0,1,100.0,141,793,489,2,2,0,0,0,156,1
Jacopo Seghetti,ITA,GK,Empoli,Serie A,19,2005,1.0,24,17,24,0,0,0,24,0,0,,0,,12,53,44,0,0,0,0,0,9,0
Alidu Seidu,GHA,DF,Rennes,Ligue 1,24,2000,8.9,616,41,205,329,90,5,616,18,9,50.0,3,16.7,338,2129,1091,23,18,4,5,10,337,17
Nicolas Seiwald,AUT,"MF,DF",RB Leipzig,Bundesliga,23,2001,23.2,1607,107,442,948,226,8,1607,10,4,40.0,6,60.0,760,2905,1400,17,20,2,9,8,1025,30
Hiroki Sekine,JPN,DF,Reims,Ligue 1,21,2002,9.9,628,68,247,246,142,10,628,12,6,50.0,4,33.3,328,1758,931,22,14,2,12,10,384,40
Matz Sels,BEL,GK,Nott'ham Forest,Premier League,32,1992,38.0,1102,833,1082,20,0,0,1102,0,0,,0,,528,3230,1697,1,1,1,0,0,426,0
Nélson Semedo,POR,DF,Wolves,Premier League,30,1993,32.1,1717,123,483,788,467,27,1717,71,32,45.1,31,43.7,901,5223,2688,67,41,10,42,21,995,119
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,24,2000,35.6,1653,46,206,573,909,191,1653,135,69,51.1,57,42.2,979,7353,3581,140,69,67,84,77,1140,282
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,23,2001,2.5,173,12,88,73,15,0,173,2,0,0.0,1,50.0,72,231,109,1,1,0,0,1,86,2
Marcos Senesi,ARG,DF,Bournemouth,Premier League,27,1997,12.3,889,73,391,427,82,16,889,10,6,60.0,4,40.0,554,2862,1677,12,16,0,7,6,565,7
Stefano Sensi,ITA,MF,Monza,Serie A,28,1995,3.0,329,6,75,201,57,1,328,7,5,71.4,1,14.3,245,1261,588,4,5,0,1,3,262,8
Suat Serdar,GER,MF,Hellas Verona,Serie A,27,1997,15.3,660,31,122,383,164,30,660,37,19,51.4,15,40.5,370,1701,750,18,20,3,24,15,395,35
Sergi,ESP,DF,Leganés,La Liga,32,1992,32.9,1875,243,1054,790,35,22,1875,5,4,80.0,0,0.0,977,4046,2161,3,3,0,7,2,1199,2
Nicolás Serrano,ESP,FW,Athletic Club,La Liga,21,2003,1.2,68,1,7,19,42,4,68,9,3,33.3,6,66.7,27,163,65,2,1,1,1,3,44,18
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Benjamin Šeško,SVN,"FW,MF",RB Leipzig,Bundesliga,21,2003,26.4,901,25,90,473,357,91,899,75,39,52.0,32,42.7,444,2670,1230,47,29,14,66,55,692,141
Ryan Sessegnon,ENG,"FW,DF",Fulham,Premier League,24,2000,6.4,363,15,88,131,149,45,363,21,8,38.1,10,47.6,180,1054,549,18,14,10,19,8,210,59
Stephan El Shaarawy,ITA,"DF,MF",Roma,Serie A,31,1992,12.2,635,14,91,254,305,45,635,38,17,44.7,14,36.8,381,2565,1222,42,37,12,22,10,429,77
Luke Shaw,ENG,DF,Manchester Utd,Premier League,29,1995,3.9,317,26,128,149,42,4,317,1,0,0.0,1,100.0,226,1102,548,7,8,0,2,0,248,7
Alen Sherri,ALB,GK,Cagliari,Serie A,26,1997,6.9,244,212,242,3,0,0,244,0,0,,0,,137,609,299,0,0,0,0,0,115,0
Eldor Shomurodov,UZB,"FW,MF",Roma,Serie A,29,1995,12.2,446,5,33,182,236,52,446,28,8,28.6,19,67.9,246,1197,515,19,17,9,49,19,333,62
Djibril Sidibé,FRA,DF,Toulouse,Ligue 1,32,1992,23.3,1475,80,497,741,253,15,1475,19,11,57.9,8,42.1,817,3000,1693,16,17,0,24,9,898,50
Armindo Sieb,GER,"FW,MF",Mainz 05,Bundesliga,21,2003,8.5,333,4,33,147,156,46,333,36,11,30.6,24,66.7,184,1187,551,28,7,8,33,25,238,64
Benjamin Siegrist,SUI,GK,Genoa,Serie A,32,1992,1.7,79,74,79,0,0,0,79,0,0,,0,,56,314,162,0,0,0,0,0,37,0
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,28,1995,26.7,1646,68,386,904,369,37,1644,28,12,42.9,16,57.1,914,3573,1633,15,21,5,47,18,1074,27
Tim Siersleben,GER,DF,Heidenheim,Bundesliga,24,2000,13.1,869,113,505,309,59,7,869,6,3,50.0,3,50.0,472,2077,990,8,8,1,5,4,560,12
Zain Silcott-Duberry,MSR,FW,Bournemouth,Premier League,19,2005,0.0,3,0,1,0,2,0,3,0,0,,0,,1,6,6,0,0,0,0,0,2,0
Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,22,2002,8.9,576,38,191,276,111,11,576,9,6,66.7,2,22.2,253,1207,553,11,10,2,8,6,315,34
André Silva,POR,FW,Werder Bremen,Bundesliga,28,1995,4.2,176,4,11,78,89,26,174,16,1,6.3,12,75.0,103,529,199,6,6,4,13,9,124,28
André Silva,POR,"FW,MF",RB Leipzig,Bundesliga,28,1995,1.5,65,3,11,22,34,10,64,0,0,,0,,35,291,152,6,1,3,6,1,39,11
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,29,1994,29.7,2054,50,355,843,876,141,2054,61,28,45.9,26,42.6,1288,8110,4045,101,65,32,25,34,1518,200
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,27,1997,21.4,1571,53,366,719,513,36,1571,19,14,73.7,5,26.3,787,4052,2352,57,58,5,26,7,916,142
Fábio Silva,POR,FW,Las Palmas,La Liga,22,2002,20.7,706,32,69,311,335,101,703,53,21,39.6,29,54.7,330,1969,810,30,11,21,58,30,491,119
Jota Silva,POR,"FW,MF",Nott'ham Forest,Premier League,24,1999,9.5,357,19,83,104,181,46,357,34,10,29.4,15,44.1,175,1153,632,21,13,9,24,12,202,59
Eric da Silva Moreira,GER,"MF,DF",Nott'ham Forest,Premier League,18,2006,0.3,13,3,7,4,2,0,13,1,0,0.0,1,100.0,4,26,11,1,0,0,1,0,3,1
Rui Silva,POR,GK,Betis,La Liga,30,1994,15.0,553,412,552,1,0,0,553,0,0,,0,,334,1482,710,0,0,0,1,0,277,0
Marco Silvestri,ITA,GK,Empoli,Serie A,33,1991,5.0,162,130,162,0,0,0,162,0,0,,0,,103,565,359,0,0,0,0,0,93,0
Abdallah Sima,SEN,"FW,MF",Brest,Ligue 1,23,2001,13.8,510,10,66,194,256,66,510,23,6,26.1,13,56.5,299,1998,711,36,16,20,53,22,378,92
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,24,2000,0.6,52,0,9,35,9,2,52,1,0,0.0,0,0.0,27,130,70,3,1,0,0,0,39,4
Giovanni Simeone,ARG,FW,Napoli,Serie A,29,1995,4.7,194,8,20,84,95,22,194,12,6,50.0,6,50.0,110,633,285,11,9,3,21,14,144,30
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Giuliano Simeone,ARG,MF,Atlético Madrid,La Liga,21,2002,21.4,1034,20,173,416,461,87,1034,68,30,44.1,33,48.5,652,3555,1783,69,42,24,55,20,748,189
Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,29,1995,29.0,1131,10,111,379,669,129,1127,147,65,44.2,77,52.4,731,6203,3281,147,81,60,67,55,778,222
Unai Simón,ESP,GK,Athletic Club,La Liga,27,1997,21.0,704,516,698,7,0,0,704,0,0,,0,,397,2064,1133,0,0,0,1,1,328,0
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,21,2003,23.9,1557,13,149,766,672,82,1557,100,33,33.0,56,56.0,869,5261,2765,85,71,22,73,55,1112,185
Jahmai Simpson-Pusey,ENG,DF,Manchester City,Premier League,18,2005,1.1,123,9,61,59,3,1,123,1,0,0.0,0,0.0,79,376,190,1,0,0,1,0,101,0
Danel Sinani,LUX,"FW,MF",St. Pauli,Bundesliga,27,1997,13.9,693,11,61,336,302,30,693,22,10,45.5,9,40.9,297,1440,630,16,15,6,31,16,433,64
Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,24,1999,25.5,993,35,148,390,465,127,992,73,28,38.4,41,56.2,576,3080,1441,53,30,28,51,43,690,193
Wilfried Singo,CIV,DF,Monaco,Ligue 1,23,2000,23.3,1703,141,637,965,125,29,1703,13,6,46.2,6,46.2,951,5285,3094,35,22,4,11,7,1091,27
Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,25,1999,2.6,155,7,18,41,96,23,155,20,8,40.0,10,50.0,95,744,393,19,6,10,6,3,102,38
Daley Sinkgraven,NED,DF,Las Palmas,La Liga,29,1995,1.0,77,4,22,35,20,1,77,1,1,100.0,0,0.0,46,262,95,2,2,1,1,1,50,7
Tobias Sippel,GER,GK,Gladbach,Bundesliga,36,1988,0.7,34,27,34,0,0,0,34,0,0,,0,,16,111,64,0,0,0,0,0,14,0
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,28,1995,6.8,551,56,214,306,34,8,551,4,3,75.0,1,25.0,369,1861,1091,10,10,2,1,5,414,3
Ayanda Sishuba,BEL,FW,Rennes,Ligue 1,19,2005,0.0,1,1,1,0,0,0,1,0,0,,0,,1,1,0,0,0,0,0,1,1,0
Ibrahim Sissoko,MLI,FW,Saint-Étienne,Ligue 1,28,1995,9.1,297,15,41,140,117,37,296,11,3,27.3,8,72.7,149,716,302,14,12,6,34,13,206,36
Ibrahima Sissoko,MLI,MF,Bochum,Bundesliga,26,1997,29.0,1429,80,366,785,302,51,1429,61,32,52.5,26,42.6,691,3564,1553,35,24,3,40,32,792,69
Niama Sissoko,MLI,"FW,MF",Reims,Ligue 1,18,2005,0.5,24,0,1,9,14,6,24,2,0,0.0,2,100.0,14,59,17,1,0,0,4,2,15,2
Antonio Sivera,ESP,GK,Alavés,La Liga,27,1996,31.2,1045,762,1021,25,0,0,1045,0,0,,0,,482,3054,2180,0,0,0,0,0,339,0
Tim Skarke,GER,"FW,MF",Union Berlin,Bundesliga,27,1996,12.9,487,10,71,204,216,31,487,24,10,41.7,13,54.2,293,1433,566,26,13,10,34,21,336,96
Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,29,1995,24.8,1544,86,446,901,202,21,1544,15,11,73.3,3,20.0,823,3604,1673,17,17,3,25,7,1047,27
Oliver Skipp,ENG,MF,Leicester City,Premier League,23,2000,12.5,612,29,141,383,92,9,612,12,7,58.3,5,41.7,347,1392,644,16,7,3,12,7,419,19
Leo Skiri Østigård,NOR,DF,Rennes,Ligue 1,24,1999,13.6,948,112,443,490,19,11,948,2,1,50.0,1,50.0,490,2421,1125,3,2,0,7,1,589,1
Leo Skiri Østigård,NOR,DF,Hoffenheim,Bundesliga,24,1999,10.3,747,117,355,374,20,12,747,3,2,66.7,1,33.3,344,1579,630,0,1,0,1,1,379,1
Łukasz Skorupski,POL,GK,Bologna,Serie A,33,1991,26.3,1155,870,1146,9,0,0,1155,1,1,100.0,0,0.0,778,3571,1920,0,0,0,0,0,750,0
Andreas Skov Olsen,DEN,"FW,MF",Wolfsburg,Bundesliga,24,1999,5.9,329,9,64,112,154,27,329,14,4,28.6,9,64.3,188,1102,570,22,11,7,7,5,226,48
Robert Skov,DEN,"DF,MF",Union Berlin,Bundesliga,28,1996,9.5,564,19,111,261,200,23,563,17,5,29.4,11,64.7,263,1450,760,25,11,8,21,3,291,45
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,29,1995,4.2,417,51,200,213,5,3,417,3,0,0.0,3,100.0,244,1111,603,3,0,0,2,0,309,0
Steven Skrzybski,GER,"MF,FW",Holstein Kiel,Bundesliga,31,1992,14.7,619,9,97,311,221,45,618,22,13,59.1,9,40.9,313,1282,552,17,16,6,40,22,398,71
Naatan Skyttä,FIN,FW,Toulouse,Ligue 1,22,2002,0.1,5,0,0,2,3,0,5,0,0,,0,,4,3,1,0,0,0,0,0,3,0
William Smallbone,IRL,MF,Southampton,Premier League,24,2000,7.7,431,17,83,213,139,17,431,6,4,66.7,2,33.3,193,787,397,5,9,1,12,6,262,25
